Instance: uvm_test_top.top_env_i.ahbfab_env_i.mvc_ahb_mst_5_env_i.logger_handle_ahb
AHB Clk Cycle = 5 ns; AHB Clk Frequency = 200.00 MHz; Data bus width = 32 bits
------------------------------------------------------------------------------------------------------------------------------------------
|NONSEQ/SEQ Assert Time |  HREADY Assert Time   |  DIR     |   ADDR   | BEAT  |  L |   DATA   |  RESP  | BURST| BURST   | H |    HSEL    |
|                       |                       |   -      |          |  NUM  |  E |          |        | Type | Size    | P |   (SLAVE   |
|                       |                       | PHASE    |          |       |  N |          |        |      |= 2^HSIZE| R |    INDEX)  |
|                       |                       |          |          |       |    |          |        |      | bytes   | O |            |
|                       |                       |          |          |       |    |          |        |      |         | T |            |
|                       |                       |          |          |       |    |          |        |      |         |   |            |
------------------------------------------------------------------------------------------------------------------------------------------
|              773501 ns|              773611 ns|RD-DATA   | AFCDD940 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              773611 ns|              773616 ns|RD-DATA   | AFCDD944 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              773616 ns|              773621 ns|RD-DATA   | AFCDD948 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              773621 ns|              773626 ns|RD-NONSEQ | AFCDD930 | ----- |  4 | -------- |  ----  |INCR4 |    4    | C |           0|
|              773621 ns|              773626 ns|RD-DATA   | AFCDD94C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              773626 ns|              773751 ns|RD-DATA   | AFCDD930 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              773751 ns|              773756 ns|RD-DATA   | AFCDD934 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              773756 ns|              773761 ns|RD-DATA   | AFCDD938 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              773761 ns|              773766 ns|RD-NONSEQ | AFCDD920 | ----- |  4 | -------- |  ----  |INCR4 |    4    | E |           0|
|              773761 ns|              773766 ns|RD-DATA   | AFCDD93C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              773766 ns|              773876 ns|RD-DATA   | AFCDD920 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              773876 ns|              773881 ns|RD-DATA   | AFCDD924 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              773881 ns|              773886 ns|RD-DATA   | AFCDD928 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              773886 ns|              773891 ns|RD-NONSEQ | AFCDD910 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 6 |           0|
|              773886 ns|              773891 ns|RD-DATA   | AFCDD92C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              773891 ns|              774001 ns|RD-DATA   | AFCDD910 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774001 ns|              774006 ns|RD-DATA   | AFCDD914 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774006 ns|              774011 ns|RD-DATA   | AFCDD918 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774011 ns|              774016 ns|RD-NONSEQ | AFCDD900 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 6 |           0|
|              774011 ns|              774016 ns|RD-DATA   | AFCDD91C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774016 ns|              774126 ns|RD-DATA   | AFCDD900 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774126 ns|              774131 ns|RD-DATA   | AFCDD904 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774131 ns|              774136 ns|RD-DATA   | AFCDD908 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774136 ns|              774141 ns|RD-NONSEQ | AFCDD8F0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 6 |           0|
|              774136 ns|              774141 ns|RD-DATA   | AFCDD90C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774141 ns|              774251 ns|RD-DATA   | AFCDD8F0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774251 ns|              774256 ns|RD-DATA   | AFCDD8F4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774256 ns|              774261 ns|RD-DATA   | AFCDD8F8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774261 ns|              774266 ns|RD-NONSEQ | AFCDD8E0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 2 |           0|
|              774261 ns|              774266 ns|RD-DATA   | AFCDD8FC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774266 ns|              774376 ns|RD-DATA   | AFCDD8E0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774376 ns|              774381 ns|RD-DATA   | AFCDD8E4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774381 ns|              774386 ns|RD-DATA   | AFCDD8E8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774386 ns|              774391 ns|RD-NONSEQ | AFCDD8D0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | D |           0|
|              774386 ns|              774391 ns|RD-DATA   | AFCDD8EC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774391 ns|              774501 ns|RD-DATA   | AFCDD8D0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774501 ns|              774506 ns|RD-DATA   | AFCDD8D4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774506 ns|              774511 ns|RD-DATA   | AFCDD8D8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774511 ns|              774516 ns|RD-NONSEQ | AFCDD8C0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 6 |           0|
|              774511 ns|              774516 ns|RD-DATA   | AFCDD8DC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774516 ns|              774626 ns|RD-DATA   | AFCDD8C0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774626 ns|              774631 ns|RD-DATA   | AFCDD8C4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774631 ns|              774636 ns|RD-DATA   | AFCDD8C8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774636 ns|              774641 ns|RD-NONSEQ | AFCDD8B0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 9 |           0|
|              774636 ns|              774641 ns|RD-DATA   | AFCDD8CC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774641 ns|              774751 ns|RD-DATA   | AFCDD8B0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774751 ns|              774756 ns|RD-DATA   | AFCDD8B4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774756 ns|              774761 ns|RD-DATA   | AFCDD8B8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774761 ns|              774766 ns|RD-NONSEQ | AFCDD8A0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | E |           0|
|              774761 ns|              774766 ns|RD-DATA   | AFCDD8BC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774766 ns|              774876 ns|RD-DATA   | AFCDD8A0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774876 ns|              774881 ns|RD-DATA   | AFCDD8A4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774881 ns|              774886 ns|RD-DATA   | AFCDD8A8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774886 ns|              774891 ns|RD-NONSEQ | AFCDD890 | ----- |  4 | -------- |  ----  |INCR4 |    4    | E |           0|
|              774886 ns|              774891 ns|RD-DATA   | AFCDD8AC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              774891 ns|              775001 ns|RD-DATA   | AFCDD890 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775001 ns|              775006 ns|RD-DATA   | AFCDD894 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775006 ns|              775011 ns|RD-DATA   | AFCDD898 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775011 ns|              775016 ns|RD-NONSEQ | AFCDD880 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 5 |           0|
|              775011 ns|              775016 ns|RD-DATA   | AFCDD89C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775016 ns|              775126 ns|RD-DATA   | AFCDD880 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775126 ns|              775131 ns|RD-DATA   | AFCDD884 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775131 ns|              775136 ns|RD-DATA   | AFCDD888 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775136 ns|              775141 ns|RD-NONSEQ | AFCDD870 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 7 |           0|
|              775136 ns|              775141 ns|RD-DATA   | AFCDD88C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775141 ns|              775251 ns|RD-DATA   | AFCDD870 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775251 ns|              775256 ns|RD-DATA   | AFCDD874 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775256 ns|              775261 ns|RD-DATA   | AFCDD878 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775261 ns|              775266 ns|RD-NONSEQ | AFCDD860 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 2 |           0|
|              775261 ns|              775266 ns|RD-DATA   | AFCDD87C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775266 ns|              775376 ns|RD-DATA   | AFCDD860 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775376 ns|              775381 ns|RD-DATA   | AFCDD864 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775381 ns|              775386 ns|RD-DATA   | AFCDD868 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775386 ns|              775391 ns|RD-NONSEQ | AFCDD850 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 1 |           0|
|              775386 ns|              775391 ns|RD-DATA   | AFCDD86C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775391 ns|              775501 ns|RD-DATA   | AFCDD850 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775501 ns|              775506 ns|RD-DATA   | AFCDD854 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775506 ns|              775511 ns|RD-DATA   | AFCDD858 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775511 ns|              775516 ns|RD-NONSEQ | AFCDD840 | ----- |  4 | -------- |  ----  |INCR4 |    4    | B |           0|
|              775511 ns|              775516 ns|RD-DATA   | AFCDD85C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775516 ns|              775626 ns|RD-DATA   | AFCDD840 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775626 ns|              775631 ns|RD-DATA   | AFCDD844 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775631 ns|              775636 ns|RD-DATA   | AFCDD848 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775636 ns|              775641 ns|RD-NONSEQ | AFCDD830 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 3 |           0|
|              775636 ns|              775641 ns|RD-DATA   | AFCDD84C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775641 ns|              775751 ns|RD-DATA   | AFCDD830 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775751 ns|              775756 ns|RD-DATA   | AFCDD834 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775756 ns|              775761 ns|RD-DATA   | AFCDD838 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775761 ns|              775766 ns|RD-NONSEQ | AFCDD820 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 6 |           0|
|              775761 ns|              775766 ns|RD-DATA   | AFCDD83C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775766 ns|              775876 ns|RD-DATA   | AFCDD820 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775876 ns|              775881 ns|RD-DATA   | AFCDD824 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775881 ns|              775886 ns|RD-DATA   | AFCDD828 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775886 ns|              775891 ns|RD-NONSEQ | AFCDD810 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 1 |           0|
|              775886 ns|              775891 ns|RD-DATA   | AFCDD82C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              775891 ns|              776001 ns|RD-DATA   | AFCDD810 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776001 ns|              776006 ns|RD-DATA   | AFCDD814 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776006 ns|              776011 ns|RD-DATA   | AFCDD818 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776011 ns|              776016 ns|RD-NONSEQ | AFCDD800 | ----- |  4 | -------- |  ----  |INCR4 |    4    | F |           0|
|              776011 ns|              776016 ns|RD-DATA   | AFCDD81C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776016 ns|              776126 ns|RD-DATA   | AFCDD800 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776126 ns|              776131 ns|RD-DATA   | AFCDD804 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776131 ns|              776136 ns|RD-DATA   | AFCDD808 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776136 ns|              776141 ns|RD-NONSEQ | AFCDD7F0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | D |           0|
|              776136 ns|              776141 ns|RD-DATA   | AFCDD80C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776141 ns|              776251 ns|RD-DATA   | AFCDD7F0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776251 ns|              776256 ns|RD-DATA   | AFCDD7F4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776256 ns|              776261 ns|RD-DATA   | AFCDD7F8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776261 ns|              776266 ns|RD-NONSEQ | AFCDD7E0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 9 |           0|
|              776261 ns|              776266 ns|RD-DATA   | AFCDD7FC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776266 ns|              776376 ns|RD-DATA   | AFCDD7E0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776376 ns|              776381 ns|RD-DATA   | AFCDD7E4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776381 ns|              776386 ns|RD-DATA   | AFCDD7E8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776386 ns|              776391 ns|RD-NONSEQ | AFCDD7D0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 0 |           0|
|              776386 ns|              776391 ns|RD-DATA   | AFCDD7EC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776391 ns|              776501 ns|RD-DATA   | AFCDD7D0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776501 ns|              776506 ns|RD-DATA   | AFCDD7D4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776506 ns|              776511 ns|RD-DATA   | AFCDD7D8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776511 ns|              776516 ns|RD-NONSEQ | AFCDD7C0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | D |           0|
|              776511 ns|              776516 ns|RD-DATA   | AFCDD7DC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776516 ns|              776626 ns|RD-DATA   | AFCDD7C0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776626 ns|              776631 ns|RD-DATA   | AFCDD7C4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776631 ns|              776636 ns|RD-DATA   | AFCDD7C8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776636 ns|              776641 ns|RD-NONSEQ | AFCDD7B0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | C |           0|
|              776636 ns|              776641 ns|RD-DATA   | AFCDD7CC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776641 ns|              776751 ns|RD-DATA   | AFCDD7B0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776751 ns|              776756 ns|RD-DATA   | AFCDD7B4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776756 ns|              776761 ns|RD-DATA   | AFCDD7B8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776761 ns|              776766 ns|RD-NONSEQ | AFCDD7A0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | B |           0|
|              776761 ns|              776766 ns|RD-DATA   | AFCDD7BC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776766 ns|              776876 ns|RD-DATA   | AFCDD7A0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776876 ns|              776881 ns|RD-DATA   | AFCDD7A4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776881 ns|              776886 ns|RD-DATA   | AFCDD7A8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              776886 ns|              776891 ns|RD-NONSEQ | AFCDD790 | ----- |  4 | -------- |  ----  |INCR4 |    4    | F |           0|
